name,prompt,negative_prompt
Edward Hopper,"{prompt} in Melancholic Americana, dramatic lighting, isolated figures, psychological nuance","Bustling crowds, flat lighting, intimate gatherings, superficial characterization"
Egyptian Hieroglyphs_Uncategorized,"Ancient Egyptian hieroglyphic carving style {prompt}. Raised relief, pictographs, stylized figures, stone texture","2D symbols, digital font, clean flat colors, modern simplified writing"
Egyptian Mythology Art,"Egyptian Mythology Art {prompt}, Egyptian mythology, often for pharaohs, hieroglyphs, or the afterlife.","Chinese Mythology Art, digital design"
Egyptian Wall Art,"Egyptian Wall Art {prompt}, Egyptian Wall Art, often for hieroglyphics, Pharaonic themes, or ancient murals.","contemporary art, digital design"
Egyptology_Uncategorized,"Ancient Egyptian style {prompt}. Hieroglyphs, statues, sarcophagi, archaeology themes, earthy tones","(Futuristic, digital, computer generated, plastic, neon, cluttered)"
El Anatsui,"{prompt} in Recycled metals, shimmering tapestries, fragmented grids, post-consumer grandeur","Classical bronze, polished surface, unified composition, imperial glory"
Electronic Music,"Electronic Music {prompt}, Electronic Music, often for synthesized sounds, electronic dance music, or modern beats.","classical music, digital design"
Electronic Music Visuals,"Electronic Music Visuals {prompt}, Electronic Music Visuals, often for electronic beats, digital aesthetics, or EDM culture.","acoustic music visuals, digital design"
Elegant_Erotic_Photography,"Sophisticated sensual tableaus, this {prompt} elevates eroticism to aesthetic heights, every image a seducing sublime masterpiece.","Vulgar, crude depictions of eroticism."
Elfheim Variant_Architecture_Fantasy,"Elfheim {prompt}. Elegant underground city inhabited by elves, spires woven from vines and leaves reaching toward crystal light shafts, glowing fantasy architecture","Drab brutalist cement architecture, crumbling and overgrown, completely non-magical habitat"
Elven City Variant_Architecture_Location,"Elven City {prompt}. Ethereal underground city inhabited by elves, spires woven of vines and gems grown through magic, glow of wisps and enchanted lanterns","Plain concrete boxes constructed for utility, completely non-magical brutalist architecture"
Embroidery,"Decorating fabric using needle and thread {prompt}, often with intricate patterns or images.","painting, digital design"
Emerging_Artist,"An artist in embryonic form, filled with experimental promise as they search for their {prompt}'s voice across mediums, blending techniques in a captivating stylistic stew.","An established, widely recognized style with a defined aesthetic."
Engraving,"Engraving {prompt}, Creating art with Engraving, often for fine lines, metal plates, or traditional prints.","Street Art, digital design"
Environmental Art,"Creating art using natural materials or landscapes {prompt}, often to raise awareness about environmental issues.","urban sculpture, digital design"
Environmental Design,"Environmental Design {prompt}, Environmental Design, often for sustainable design, green buildings, or environmental planning.","fashion design, digital design"
Ephemeral Art,"Ephemeral Art {prompt}, Creating art that is temporary or transient, often using materials that decay, change, or disappear over time.","permanent art, digital art"
Etching,"Creating prints using etching techniques {prompt}, often using acid to etch lines on a metal plate.","woodcut, digital design"
Eugene Delacroix,"{prompt} in Romantic passion, oriental exotica, sweeping gestures, fervent coloration","Classical restraint, localized settings, subtle expressions, harmonious symmetry"
Exhibition Design,"Exhibition Design {prompt}, Exhibition Design, often for museum exhibits, display design, or exhibition spaces.","graphic design, digital design"
Exoplanet,"Exoplanet {prompt}, Exoplanet, often for alien worlds, distant stars, or space discovery.","Supernova, digital design"
Exorcism_Uncategorized,"Violent exorcism {prompt}. Contorted twitching patient restrained to bed frame, inhuman appendages burst through skin, priests chant desperately trying to expel clawing demonic entity","Laughing friends having picnic, sunshine and fluffy clouds"
Experimental Art,"Exploring innovative and unconventional art practices {prompt}, often challenging traditional boundaries.","classical art, digital design"
Experimental Films,"Experimental Films {prompt}, Experimental Films, often for avant-garde techniques, unconventional storytelling, or artistic exploration.","mainstream films, digital design"
Experimental Music Video,"Experimental Music Video {prompt}, Experimental Music Video, often for unconventional visuals, artistic experimentation, or avant-garde music videos.","commercial music video, digital design"
Experimental Photography,"Experimental Photography {prompt}, Experimental Photography, often for innovative techniques, avant-garde ideas, or unorthodox approaches.","traditional photography, digital design"
Experimental Theater,"Experimental Theater {prompt}, Experimental Theater, often for experimental performances, avant-garde theater, or unconventional staging.","opera, digital design"
Expressionism,"Expressionism {prompt}, Expressionism, often for distorted forms, dramatic emotions, or subjective perceptions.","neoclassicism, digital design"
Expressionist Architecture,"Expressionist Architecture {prompt}, Expressionist Architecture, often for distorted forms, emotional impact, or architectural sculptures.","classical architecture, digital design"
Expressionist painting,"{prompt} Subjective distortion in service of inner expression, using vivid color and energetic mark-making to convey angst and alienation of modern experience","Realism, placid refinement, conventional harmony, everyday bourgeois existence"
Fairy Tale Art,"Fairy Tale Art {prompt}, Fairy Tales, often for whimsical characters, enchanted forests, or moral lessons.","Mythic Fantasy Art, digital design"
Fantasy,"Fantasy {prompt}, Fantasy, often for magical realms, fantastical creatures, or otherworldly writing.","realistic fiction, digital design"
Fantasy Films,"Fantasy Films {prompt}, Fantasy Films, often for magical creatures, fantastic adventures, or mythical worlds.","documentary films, digital design"
Fantasy Literature,"Fantasy Literature {prompt}, Fantasy Literature, often for magical worlds, mythical creatures, or fantastical adventures.","historical fiction, digital design"
Farce,"Farce {prompt}, Farce, often for exaggerated comedy, farcical situations, or slapstick humor.","melodrama, digital design"
Fashion Design,"Fashion Design {prompt}, Fashion Design, often for clothing design, fashion sketches, or fashion collections.","landscape design, digital design"
Fashion Illustration,"Fashion Illustration {prompt}, Creating illustrations for fashion design, often showcasing clothing, accessories, and style concepts.","landscape painting, digital art"
Fashion Photography,"Photographing fashion items {prompt}, often for advertising, magazines, or brand promotion.","wildlife photography, sculpture"
Fast Fashion,"Fast Fashion {prompt}, Fast Fashion, often for trendy clothing, affordable prices, or mass-market retail.","luxury fashion, digital design"
Fauvism,"Fauvism {prompt}, Fauvism, often for wild color, bold brushwork, or emotional intensity.","realism, digital design"
Fauvism Art,"Fauvism Art {prompt}, Fauvism, often for bold colors, wild brushwork, or expressive landscapes.","Constructivism Art, digital design"
Ferocious Werewolf_Uncategorized,"Rabid grotesque werewolf {prompt}. Jagged yellow fangs dripping saliva mixed with blood, matted fur caked in gore, shreds of human meat caught under claws, lycanthropic fury","Cute puppy with wagging tail begging for treat, big loving eyes, soft fur"
Festival Fashion,"Festival Fashion {prompt}, Festival Fashion, often for music festivals, colorful outfits, or festival vibes.","winter fashion, digital design"
Fiction,"Fiction {prompt}, Fiction, often for fictional narratives, imaginative storytelling, or literary characters.","non-fiction writing, digital design"
Figurative Expressionism_Uncategorized,"Figurative Expressionist painting {prompt} . First-generation abstract expressionists later returned to the human form, with same intense impulsive brushwork and boldness of color","Refusal of representation, ascetic purity of total abstraction, fear of narrative content"
Figurine Shelf_Fantasy_Sculpture,"Shelf of quirky figurines {prompt}. Collectibles, kitsch, ceramic creatures, detailed sculpture","(Messy arrangement, cluttered objects, dark shadows, creepy figures)"
Filipino Art,"Filipino Art {prompt}, Filipino traditions, often for weaving, jeepney art, or colonial influences.","Chinese Art, digital design"
Film Direction,"Directing films {prompt}, including overseeing the creative aspects, working with actors, and guiding the production.","screenwriting, painting"
Film Editing,"Editing film footage to create a coherent and engaging narrative {prompt}, often using digital tools.","cinematography, oil painting"
Film Noir,"Film Noir {prompt}, Film Noir, often for moody lighting, crime themes, or classic detective narratives.","musical films, digital design"
Fine Art Photography,"Fine Art Photography {prompt}, Fine Art Photography, often for creative expression, artistic vision, or gallery displays.","commercial photography, digital art"
Fine_Art_Black_and_White_Photography,"With skillful mastery of light and composition, this {prompt} conjures evocative monochromatic worlds, weaving visual magic in timeless tones.","Low quality snapshots, poorly lit color photographs."
Fire Art,"Fire Art {prompt}, Fire, often for flames, heat, or passionate themes.","Water Art, digital design"
Flamenco Dance,"Flamenco Dance {prompt}, Flamenco Dance, often for flamenco rhythm, Spanish dance, or flamenco passion.","swing dance, digital design"
